client_event_id,uid,date,summary,old_event_type,new_event_type,old_suggested_school,canonical_school,match_method,match_score,needs_manual_school_review
ics_1c3d021ee5893393,59aka7ecvv75hqfc3h2m24cuoh@google.com,2026-04-11,Academy Gala 1 Photog,review,Special Event,Academy Gala Photog,The Academies (AA/G),manual_alias,1.0,False
ics_758f631fb97615e3,3vjlefvk1v8gll2blamnca1a0v@google.com,2026-03-29,(Mini) Studio Easter Bunny Robert confirmed for bunny,review,Special Event,Mini Studio Easter Bunny Robert for bunny,,unmatched,0.375,False
ics_3fecdbf4899686d8,64kgvejmprcs7b0q565q989hve@google.com,2025-10-08,Malta Ave Elementary Picture Day (2 teams),picture day,Fall Picture Day,Malta Ave Elementary,Malta Avenue Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_c553343c8fd62802,740vk63823df9ol0rs9rmqod8r@google.com,2026-09-15,Sigma Headshot and Awards Party 2 Photog NEED GP PREP,review,Headshots,Sigma Headshot Awards Party Photog NEED GP PREP,,unmatched,0.5,False
ics_dbd6fbcb0708df00,1rf053ig5po3mip7a4mfqro7e3@google.com,2025-08-20,LCS Senior Portraits (2 photogs) 9-3pm,senior portraits,Seniors,LCS,,unmatched,0.6285714285714286,True
ics_40a65bf1693f0857,5sf2t0ug9gq5r44htrpofaplaf@google.com,2026-09-01,HOLD Waterford-Halfmoon Fall Sports (1 team),sports,Sports,HOLD Waterford-Halfmoon,Waterford Halfmoon Elem,manual_alias,1.0,False
ics_25cce125ed7f5b09,0g6kplhrk3o9rcop7a16hm61rk@google.com,2027-03-23,Gordon Creek Yearbook Clubs (1 photog),review,Special Event,Gordon Creek Yearbook Clubs,Gordon Creek Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_2a5398522945ca82,203ov0udusbh8bcgsjrmdegjhf@google.com,2025-08-19,September Scheduling Call 3:30pm,review,Special Event,September Scheduling Call,,unmatched,0.4146341463414634,False
ics_3ad216fec1d91e84,24q732gfuvu82b8nv84ret0bva@google.com,2026-11-09,NEW Tech Valley HS Makeup Day for all (1 team),makeup/retake,Makeup Day,NEW Tech Valley High School for all,Tech Valley Seniors,manual_alias,1.0,False
ics_d88c134c06f9a040,8B1B758F-3353-489A-9D28-E3E04F8EEB4B,2025-08-08,Interview w/ Bri (School Hybrid) 1pm,internal/non-shoot review,Special Event,Interview w/ Bri School Hybrid,,unmatched,0.5,False
ics_ac6467fe5f8f6285,426dl286a586nfha1pq1f6offn@google.com,2025-12-09,Central Park Middle MAKEUPS (1 team),makeup/retake,Makeup Day,Central Park Middle,Central Park Middle School,fuzzy,0.8444444444444444,False
ics_71a8c9f6a111e08d,6q2fs64ej897doucefaacgdvrs@google.com,2025-12-11,BKW Winter Sports (2 photogs),sports,Sports,BKW,,unmatched,0.5714285714285714,True
ics_dddbf042b16d2217,6ialsdkbj8t3j8gbig2rsphaqg@google.com,2026-05-23,Bill Schenck - Lee's Park On Location (Lauren - Surprise Engagement),spring picture day,Spring Picture Day,Bill Schenck - Lee s Park On Location,,unmatched,0.3902439024390244,True
ics_04393436e985d3d1,7t9q1hg49ugq0tlb00p4ku2jgl@google.com,2026-06-26,Duanesburg Graduation,senior portraits,Seniors,Duanesburg Graduation,Duanesburg,manual_alias,1.0,False
ics_7b8f405904a1230d,D1F5D002-67EA-4931-925F-8DB0469B1D96,2025-06-04,Last Chapel/Final Assembly STEPH,review,Special Event,Last Chapel/Final Assembly,,unmatched,0.4642857142857143,False
ics_871c6941499813ca,6oq7d6lp4u7q802suol55hn438@google.com,2025-11-18,TSL UPK Bethlehem (Delmar) (1 photog),review,Fall Picture Day,TSL UPK Bethlehem Delmar,TSL Bethlehem,fuzzy,1.0,False
ics_1394d5e7b9fe032b,3htrgiumcmqn2ru1fel2nobh56@google.com,2025-12-05,Infinite Care (1 team),review,Special Event,Infinite Care,,fuzzy,0.8387096774193549,False
ics_fa596af3fac93a8e,55nbmk4kiq0uu1m8s9pis78gb7@google.com,2026-05-12,AW Becker 5th Grade Group (Lauren),graduation/pano,Special Event,AW Becker 5th Grade Group,,unmatched,0.37735849056603776,False
ics_6320b9b8d230fff2,03f1v4v64n4qlc2oplrmvf63m0@google.com,2026-10-16,HOLD Waterford-Halfmoon Elem MAKEUP DAY,makeup/retake,Makeup Day,HOLD Waterford-Halfmoon Elementary School,Waterford Halfmoon Elem,manual_alias,1.0,False
ics_06277d98d8d11e6c,5li2d4qfg85bhc16ovmu8kas95@google.com,2025-10-29,Keane Elementary Picture Day (1 team),picture day,Fall Picture Day,Keane Elementary,Keane Elementary,fuzzy,1.0,False
ics_6402b91c390327e6,1k53n4li9s2mclkr31v48502o4@google.com,2025-08-25,Academy (US Campus) Senior Photos (2 photogs),senior portraits,Seniors,Academy Senior,The Academies (AA/G),manual_alias,1.0,False
ics_aac751074e7419e1,4c25uhpel75t9oa8o0cu1n6src@google.com,2025-12-03,MLK Jr. Elementary (NEW) (2 teams),review,Special Event,MLK Jr. Elementary NEW,MLK Jr. Elementary,fuzzy,1.0,False
ics_2f546a4814cfac72,28t0pn9n5sp5d9isaj2ifjdvkc@google.com,2026-09-30,NEW Hillside Elementary (Nisky) (2 teams),graduation/pano,Fall Picture Day,NEW Hillside Elementary Nisky,Glencliff Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_e612446fc43181b9,6n9o64707gq21uc6ic6do5guct@google.com,2025-09-16,Mackenzie Diamond Senior Pics (Steph) PM,senior portraits,Seniors,Mackenzie Diamond Senior PM,,unmatched,0.56,True
ics_0e3545abbaa6e5a9,1t5ndvtlqnopacnd0rrpuajjfi@google.com,2025-10-02,Pleasant Valley Elem (2 teams),review,Fall Picture Day,Pleasant Valley Elementary School,,unmatched,0.7142857142857143,True
ics_ae96a247e0051520,AFDD1979-C0C6-427B-B363-5D400418927F,2026-03-21,Photo Booth Saint Madeleine’s,photo booth,Photo Booth,Saint Madeleine s,,fuzzy,1.0,False
ics_194384d0d67d0e86,11B70526-EEEB-46B5-95C3-A37B71C4EBE5,2026-11-15,Steph out of town,review,Special Event,out of town,,unmatched,0.41379310344827586,False
ics_82c92b24330733cf,1lc01qs3htm3729umvjucj7hri@google.com,2026-03-12,Eagle Point 5th Grade Grad Photos (1 team),graduation/pano,Special Event,Eagle Point 5th Grade,,unmatched,0.5185185185185185,False
ics_49ef672e7fd2990a,0uaqef5rumddq98alqmlfu5afn@google.com,2026-04-27,Shatekon PANO RAIN DATE (1 photog),graduation/pano,Rain Date,Shatekon,Shatekon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_3b72a94a3a79e9bf,6ojhqbm68ggv52gmn9t0ra67vl@google.com,2025-10-08,Wonderland Co-op Nursery RAIN DATES (REQ Lauren),review,Rain Date,Wonderland Co-op Nursery RAIN DATES,Wonderland,manual_alias,1.0,False
ics_6a5cb9ba121c2b1f,7a9m52v4460tiespjkh3ub3hr0@google.com,2026-10-14,HOLD Albany Academy Makeup Day (1 photog),makeup/retake,Makeup Day,HOLD Albany Academy,The Academies (AA/G),manual_alias,1.0,False
ics_368a057192ccc4aa,7mumpj0ga9ur94olin650rm45o@google.com,2025-06-12,GotPhoto Debrief 1;00,review,Special Event,GotPhoto Debrief,,unmatched,0.4444444444444444,False
ics_4c0f24dd620d8d2d,2ilpmv83s36tthl5ja5jssmpea@google.com,2026-03-04,Rivers Finest Gala 2 Photogs,review,Special Event,Rivers Finest Gala Photogs,,unmatched,0.43902439024390244,False
ics_311a90f14debd87b,4ao2j3cngfgnti2aonhokc6v29@google.com,2027-06-11,LCS Grad Rehearsal Morning (Matt),graduation/pano,Special Event,LCS Grad Rehearsal,,unmatched,0.5,False
ics_85350245eae3c9c9,77h7dqpr596js9f9thbd2b0na7@google.com,2025-11-17,Blessed Sacrament Makeups (1 photog),makeup/retake,Makeup Day,Blessed Sacrament,Blessed Sacrament,fuzzy,1.0,False
ics_ae97ab633757153b,3f4pietfjmhfq42qvsobpungo7@google.com,2025-10-02,Hudson Valley Consortium Day 2 (1 team),senior portraits,Fall Picture Day,Hudson Valley Consortium Day,Hudson Valley Consortium,manual_alias,1.0,False
ics_c9cef57b26bcdfb9,1hi6tj3ms1siidrdc8ekrc32ic@google.com,2027-05-06,Milton Terrace Spring Photos + 5th Grade Pano (2 teams),graduation/pano,Special Event,Milton Terrace Spring,Milton Terrace Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_58a2d8cda742a073,96DEEF32-94EC-4AFC-9513-ED33D2C57DDF,2025-08-27,Kara - Ava senior girl  lasalle STEPH,senior portraits,Seniors,Kara - Ava senior girl lasalle,,unmatched,0.4166666666666667,True
ics_22fe923d19fed394,0orb3a2be5qo1ntp3c2qundnmd@google.com,2026-05-11,Eagle Point 5th Grade Group Photo (1 photog),graduation/pano,Special Event,Eagle Point 5th Grade Group Photo,,unmatched,0.43636363636363634,False
ics_8574aad1a16a3ff9,09ek74v14h6d8f5otp7ut9t9p2@google.com,2026-04-23,Okte Spring Pics & 5th grade pano (2 teams),graduation/pano,Special Event,Okte &,Okte Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_4ddf705303697c24,5qg702nal65lta3iefufmr0c0m@google.com,2026-06-16,Heatly Field Day (1 photog),review,Special Event,Heatly Field Day,Heatly School,manual_alias,1.0,False
ics_258d5cec4517459e,5me343va4tte1r6l2bgcpadvhe@google.com,2026-02-25,Schenectady JCC Spring Photos 2 days (1 team),spring picture day,Spring Picture Day,Schenectady JCC Spring days,Schenectady JCC,fuzzy,1.0,False
ics_04ccfccd8b5e092e,2msmf0a8hqpbrnvccsdjomb1hg@google.com,2025-10-15,Rosendale Elementary MAKEUP DAY NEW 2025,makeup/retake,Makeup Day,Rosendale Elementary NEW,Rosendale Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_90cfa696ce963f7c,1clpfg4lgdg6m2knl49nv48op2@google.com,2026-12-07,Studio Staff Quarterly Meeting,internal/non-shoot review,Call or Meeting,Studio Staff Quarterly Meeting,,unmatched,0.38596491228070173,False
ics_512ab92cb90d315f,6qm4k3ebasspfe6pdksgac736r@google.com,2026-08-25,HOLD Northville SENIORS (2 photogs),senior portraits,Seniors,HOLD Northville,Northville Seniors,manual_alias,1.0,False
ics_d974ed9aca7c3daa,3ngbq1s4orev74n0tk0t24sevk@google.com,2026-05-08,Chango 5th grade photo (10;15a 1 photog),graduation/pano,Special Event,Chango 5th grade photo,Chango Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_2ad9bc040ee52005,23e9jorb0c3b0fmh6j44q2b76j@google.com,2026-04-21,New Dreams Nursery 2 Mornings (1 photog),review,Special Event,New Dreams Nursery Mornings,New Dreams Nursery,fuzzy,1.0,False
ics_b6eafc1b1b082255,35gqat76sd7maiser2g9dprad0@google.com,2025-11-20,Myers MS Makeup Day (1 team),makeup/retake,Makeup Day,Myers Middle School,,unmatched,0.47619047619047616,True
ics_d89ff710857ce253,42oo4am9ofjg3n6a66u8fpiuj4@google.com,2025-12-07,"Jaguars Volleyball Club (Molly, Andrew +1 for team photos)",sports,Sports,Jaguars Volleyball Club,,unmatched,0.4,True
ics_96787ed60bb352ed,132b01otshhlncure900rantpq@google.com,2025-11-06,NO STEPH,review,Fall Picture Day,NO,Skano Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_75b2638cf67ac321,52ie7e4g5i9mqgvp9peafc6vmg@google.com,2026-03-26,"SCAP Early Learning x2 (2 teams, 2 locations)",review,Special Event,SCAP Early Learning x2,,fuzzy,0.8163265306122449,False
ics_cac863765be2d5f5,ADE9A764-EFD9-40BB-A5E9-8B708A4C3606,2026-04-09,Brad Rose Landscaping branding and headshots,review,Headshots,Brad Rose Landscaping branding headshots,,unmatched,0.3880597014925373,False
ics_9bc4c5c729bc7d4f,6osmc1qr7d3sqou2c7g09f6vnn@google.com,2026-05-05,Pieter B Coeymans Spring Pic Day (2 teams+1),graduation/pano,Spring Picture Day,Pieter B Coeymans Spring Pic Day,Pieter B Coeymans,fuzzy,1.0,False
ics_62b6d7f19e0ab128,4547tl42p1o34sqc20r11i6d5e@google.com,2026-01-27,Erin Lefebvre interview 2;00,internal/non-shoot review,Special Event,Erin Lefebvre interview,,unmatched,0.42857142857142855,False
ics_4f2cccefa4156290,6pv8ceg8k5p182j3l1v2m56ed2@google.com,2026-04-03,(Quick) Easter Bunny Quicks (Steph) Robert is EB,review,Special Event,Quick Easter Bunny Quicks Robert is EB,,unmatched,0.36923076923076925,False
ics_c4e4fe1f5521bc63,1qmdvmpi7ojd3085p4eb0d1p60@google.com,2026-10-06,Wood Road Elem Fall Photos (2 teams),picture day,Fall Picture Day,Wood Road Elementary School Fall,Wood Road Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_b575b5bacde5e4b5,5veteatc20o3q50f6se6bo3pgn@google.com,2025-11-06,Our Savior's Makeup Day (1 team),makeup/retake,Makeup Day,Our Savior s,Our Saviors,manual_alias,1.0,False
ics_915d8a7115592c49,AB84430F-A5FB-4BA6-AFEB-2E6F661ABE2E,2026-03-09,April Scheduling Call 2:30pm,review,Special Event,April Scheduling Call,,unmatched,0.43902439024390244,False
ics_5a17fceb7b472aea,55rtsmtpcik77iu3cpbbbsmgr1@google.com,2025-10-17,Green Tech Makeups (1 team),makeup/retake,Makeup Day,Green Tech,Green Tech MS/HS,manual_alias,1.0,False
ics_fa28904acd89f5af,141bm5hfi26e0a7jvkscsr2n2k@google.com,2025-09-16,Cairo-Durham Elementary Gr 3-5 (1 team),review,Fall Picture Day,Cairo-Durham Elementary Gr,Cairo-Durham Elem,fuzzy,1.0,False
ics_1c188cf27bd7d883,79DFD7C0-15FA-4327-B202-1ECD9E4C643D,2025-06-06,Senior Tea,senior portraits,Seniors,Senior Tea,,unmatched,0.5714285714285714,True
ics_f61f7b940def81e8,6c3jqvh843pngsvtbgkgau208d@google.com,2027-02-10,Siena Headshots 12;30-2;30 SSU,review,Headshots,Siena Headshots - SSU,,unmatched,0.38461538461538464,False
ics_833f833896d4813f,5mdd19bfb6sssjsiqh0oiq654t@google.com,2026-03-17,Studio Staff Quarterly Meeting 8-9 AM,internal/non-shoot review,Call or Meeting,Studio Staff Quarterly Meeting,,unmatched,0.38596491228070173,False
ics_dd1ffd7f6d7f1e84,05p2ppks5c2qa5v34rggbk22qn@google.com,2025-10-17,Alb School of Humanities Picture Day (2 teams),internal/non-shoot review,Fall Picture Day,Alb School of Humanities,,unmatched,0.6176470588235294,True
ics_fdbded31f6f4539d,59khhq686it17kvashkv7vifum@google.com,2026-11-12,Albany JCC (1 team),review,Fall Picture Day,Albany JCC,Albany JCC,manual_alias,1.0,False
ics_d94522d8332b28c6,36uvbeaelscontd7d0j3cqieus@google.com,2025-08-07,Duanesburg AYSO Soccer Rain Date (2 teams),sports,Rain Date,Duanesburg AYSO Soccer,Duanesburg,manual_alias,1.0,False
ics_864e8637a0eda477,5at0g6cucfcq3hmled6opncdl9@google.com,2025-12-10,Rivers Casino Employee Party,review,Special Event,Rivers Casino Employee Party,,unmatched,0.45454545454545453,False
ics_71d12f371e05b03c,1kpce6j23pkuf2utmh3qjh94oa@google.com,2027-03-12,Skano 5th grade group pic (1 photog),graduation/pano,Special Event,Skano 5th grade group pic,Skano Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_384f03ab7c251369,1e5ohkeug5vc853qp8dpvkbdd5@google.com,2026-05-07,Big Bang: Building Our Future at miSci 6-9 pm 1 photog and photo booth,photo booth,Photo Booth,Big Bang Building Our Future at miSci - photog,,unmatched,0.5,False
ics_298f99c4b193eb7e,8467A12A-BC0F-4834-98AE-3976AE032E93,2025-06-04,Student government photos 8;15 AA Steph,review,Special Event,Student government AA,,unmatched,0.4583333333333333,False
ics_3f7ccebc4a39123c,4g4c1cfub3897gugbtjufsl8dt@google.com,2026-11-17,Shatekon Makeups (1 team),makeup/retake,Makeup Day,Shatekon,Shatekon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_750ec53bca9981c2,4vak25p2bcp16hmi7m1jd86334@google.com,2027-05-05,HOLD Chango 5th grade photo (10;15a 1 photog),graduation/pano,Special Event,HOLD Chango 5th grade photo,Chango Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_7d08b8dca2c56ba0,0u4mt1avmskv96fh3uis1397b9@google.com,2026-05-04,Waterford-Halfmoon RAIN PANO ONLY (1 photog),graduation/pano,Rain Date,Waterford-Halfmoon RAIN ONLY,Waterford Halfmoon Elem,manual_alias,1.0,False
ics_043a0840ed3ccb56,3re4d9bpph6leu1gf343mdupba@google.com,2026-09-23,HOLD Northville Picture Day (2 teams),graduation/pano,Fall Picture Day,HOLD Northville,Northville Seniors,manual_alias,1.0,False
ics_e4dddc0ed79fd780,0tpsc60o80pthuni7prtr33uac@google.com,2025-11-22,Saratoga Girls Varsity Basketball Media STEPH AM,sports,Sports,Saratoga Girls Varsity Basketball Media AM,,unmatched,0.41935483870967744,True
ics_8e3e1a705e02011f,0clpjbt071ir1obftc2jab5tfk@google.com,2025-06-12,Little Scholars Duanesburg Rd Spring & Grads (1 team),graduation/pano,Special Event,Little Scholars Duanesburg Rd Spring & Grads,Duanesburg,manual_alias,1.0,False
ics_79875438fe1adb1a,5dn6k63f0ci4ltlq6u3can4if8@google.com,2025-10-24,Orenda Elem Rain & Makeup Day (2 teams potentially),makeup/retake,Rain Date,Orenda Elementary School Rain &,,unmatched,0.5777777777777777,True
ics_02387b3ca26d7818,51m87b08en5lhdtum0ku17g7a4@google.com,2026-11-02,Milton and Lauren Monthly Meeting,internal/non-shoot review,Call or Meeting,Milton Monthly Meeting,,unmatched,0.42105263157894735,False
ics_c7e0430dbb6e4740,5hj4v9tdfsrtmorvto6s62hbnr@google.com,2026-05-21,Karigon 5th Grade Picnic (1 studio photog 11;45a),photo booth,Photo Booth,Karigon 5th Grade Picnic,Karigon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_030cbf5b5f372f53,2i8ljavb8g8atl93t273ilsnaf@google.com,2027-05-17,HOLD Craig Elementary 4th & 5th Grade Panos (1 photog),graduation/pano,Special Event,HOLD Craig Elementary 4th & 5th Grade Panos,Craig Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_012f84d691ee15c8,6l5amj7rm2o64otmgprbtjogbo@google.com,2026-11-04,HOLD Chango Makeup Day (1 Team),makeup/retake,Makeup Day,HOLD Chango,Chango Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_f2f4658985c73973,1b3205jc6ocbtp9df6r6j5dbjr@google.com,2025-12-01,Colonie Youth Ctr UPK (1 Photog),review,Special Event,Colonie Youth Ctr UPK,,unmatched,0.6666666666666666,False
ics_d30ab2031859b4de,4ikat3gbitinmmrta8bv13q7k2@google.com,2026-02-05,Heatly 8th Grade Grad Photos (1 photog + Asst),graduation/pano,Special Event,Heatly 8th Grade,Heatly School,manual_alias,1.0,False
ics_f29a70816fa6524e,41ishq7a53a4hl55mqu2a9tqpl@google.com,2025-12-01,Hamilton Elem Makeups (1 team),makeup/retake,Makeup Day,Hamilton Elementary School,,unmatched,0.7428571428571429,True
ics_58c30093b5ef7e4a,7ocb7cp810k9jt608hm0v1t53i@google.com,2026-05-14,Academy Athletic Hall of Fame 6;00,review,Special Event,Academy Athletic Hall of Fame,The Academies (AA/G),manual_alias,1.0,False
ics_5e8453632df1009b,0f9j02cf2gs9n10nfie2gsolon@google.com,2026-03-02,Milton and Lauren Monthly Meeting,internal/non-shoot review,Call or Meeting,Milton Monthly Meeting,,unmatched,0.42105263157894735,False
ics_f5b9d2cd71e9ff40,2cq1d7i5hq81n5etobrltnqq6n@google.com,2026-02-17,"Marketing Meeting Lawton Social (MT, LR, MM, SM?) 10am",internal/non-shoot review,Call or Meeting,Marketing Meeting Lawton Social MT LR MM SM,,unmatched,0.4,False
ics_bf2fc216e3c1d940,7rqoh09bndimmj0lgushe0rd0r@google.com,2026-10-15,Hoosic MS/HS Makeups (1 team),makeup/retake,Makeup Day,Hoosic Middle School/High School,Hoosic Valley MS/HS,manual_alias,1.0,False
ics_b2822a848b8d284d,2q12qsh9hjluffmuv4c8qeitka@google.com,2026-01-13,Cairo-Durhams Seniors LAST CHANCE (1 team),senior portraits,Seniors,Cairo-Durhams LAST CHANCE,,unmatched,0.7547169811320755,True
ics_d778b2f00e853930,47hu6g5hrkm595ga06abv9i9sl@google.com,2026-10-27,HOLD Northville Makeup Day (1 team),makeup/retake,Makeup Day,HOLD Northville,Northville Seniors,manual_alias,1.0,False
ics_b8683cbd108d2071,0f6cer1tvmnii0tojmqsv30foc@google.com,2025-07-18,Tricia NBT Rain Date STEPH,review,Rain Date,Tricia NBT,,unmatched,0.4666666666666667,True
ics_b532401cfb77e31b,3m0dk2rr32n77e3sim1sp1hhiv@google.com,2026-04-01,Mother Teresa Academy RAIN GROUPS (1 team),review,Rain Date,Mother Teresa Academy RAIN GROUPS,The Academies (AA/G),manual_alias,1.0,False
ics_eb6ef6adb6c17aad,6oveo8jqi72nkhvkth6nct7ubg@google.com,2026-05-05,NEW Widdle One’s Childcare & Grads (1 team),graduation/pano,Special Event,NEW Widdle s Childcare & Grads,,unmatched,0.7586206896551724,False
ics_cdda2614cd86cdad,1tvik2qgk44o8n0e1rat9iava5@google.com,2025-12-01,NEW Little Journeys Daycare (1 team),review,Special Event,NEW Little Journeys Daycare,Little Journeys,fuzzy,1.0,False
ics_1b2d0a443012fb13,7hku6tcnqfp3hvea2q7tsh33t3@google.com,2026-09-28,SUMC Preschool (1 team),review,Fall Picture Day,SUMC Preschool,,unmatched,0.6857142857142857,True
ics_77a67f80cda30873,4dd533efhnot8o7ao4ajeae4sa@google.com,2025-11-21,New Lebanon Jr/Sr High Makeups (1 team),makeup/retake,Makeup Day,New Lebanon Jr/Sr High,New Lebanon Jr/Sr,fuzzy,1.0,False
ics_436b4959f3812c85,6gup95u358bqgtbhqa0n816p8a@google.com,2025-07-22,Academy Theater Camp AM (ANDREW),review,Special Event,Academy Theater Camp AM,The Academies (AA/G),manual_alias,1.0,False
ics_63e0494615825c64,1aam0ar7tiejs39e1kreig09t9@google.com,2025-09-06,Academy Secret Senior Makeup Day,makeup/retake,Makeup Day,Academy Secret Senior,The Academies (AA/G),manual_alias,1.0,False
ics_3a7737f549d56544,30b88hbrgc4smmmr440i377d93@google.com,2025-09-03,Cairo-Durham SENIORS (2 photogs),senior portraits,Seniors,Cairo-Durham,Cairo-Durham MS/HS,fuzzy,0.8,False
ics_07051c5660f6d7c2,2jrdfmui23bfplfntj73k92v1u@google.com,2027-04-23,Shatekon Elem Spring Pic Day (2 teams plus one extra photog),graduation/pano,Spring Picture Day,Shatekon Elementary School Spring Pic Day,Shatekon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_b186649a1bccc571,6mnpsu7lqb9r7ch50koo2328g4@google.com,2026-03-05,Walter B Howard 6th Grade Full Body Shots (1 photog),graduation/pano,Special Event,Walter B Howard 6th Grade Full Body Shots,,fuzzy,1.0,False
ics_01fd7491f8aadbbe,893B8ABC-558C-4294-9C81-6048E9A4652E,2026-10-09,Steph out (parent weekend),review,Special Event,out parent weekend,,unmatched,0.41025641025641024,False
ics_e964f6d0defd1b05,6go9lsvd9j2ajk87nc4fqk6eb6@google.com,2026-05-04,Little Achiever's Preschool (1 team),review,Special Event,Little Achiever s Preschool,,unmatched,0.7441860465116279,False
ics_eca2a11a0e40a9c7,1vfe3ts3r4ij93np4ahpkvv0ro@google.com,2026-09-28,Tesago Elementary (2 teams),spring picture day,Spring Picture Day,Tesago Elementary,Tesago Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_61eed6c69f38134d,297543bdjo99r4ahcap98m3nu4@google.com,2026-09-19,Duanesburg SENIORS (1 team),senior portraits,Seniors,Duanesburg,D'burg Elementary,manual_alias,1.0,False
ics_29b4520768370abc,5drj47jm7f9ikli05teliisqtp@google.com,2025-09-22,Waterford-Halfmoon MS/HS & Senior Afterschool (1 team),makeup/retake,Makeup Day,Waterford-Halfmoon Middle School/High School & Senior Afterschool,Waterford MS/HS,manual_alias,1.0,False
ics_0e4f2e18bf0532f0,2805o7fes0a5q045f3hjj8kvqc@google.com,2025-09-13,Holden Rivera Senior Portraits 9; STEPH,senior portraits,Seniors,Holden Rivera,,unmatched,0.4528301886792453,True
ics_2555e938db452fb4,1vnnbb1juhpdmfp725llca7trf@google.com,2026-04-27,CX Maple Leaf MALTA NORTH Spring & Grads (2 teams),graduation/pano,Special Event,Maple Leaf MALTA NORTH Spring & Grads,Maple Leaf - Malta North,fuzzy,1.0,False
ics_ee2b5dabd5f3148e,5f7ieqa3n3nr7jbteqsl5rqgdd@google.com,2025-09-25,Karigon Elementary School (2 teams),picture day,Fall Picture Day,Karigon Elementary School,Karigon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_3d4ab7163177f5d1,6F87D8A1-C3D1-420F-A6DD-D4E3CC3129C4,2026-04-08,Robert Senior Photos RAIN,senior portraits,Rain Date,Robert Senior RAIN,,unmatched,0.6666666666666666,True
ics_c5646ef7ea894d3e,2469bhju591quj5q5l0gkaod2u@google.com,2026-03-26,W-H Spring Sports (2 photogs),senior portraits,Sports,W-H,,unmatched,0.5714285714285714,True
ics_f96c0e5935d41ccd,4k3kq5p1sjtmimd8tvcpk149e0@google.com,2025-10-08,Cohoes HS Fall Sports (1 team),sports,Sports,Cohoes High School,Cohoes High School,fuzzy,1.0,False
ics_850a1a365f8ab92d,A89DDE2D-C104-4855-82E0-8F8875CDCD46,2025-06-06,Lower School Closings  2 PHOTOGS,graduation/pano,Special Event,Lower School Closings PHOTOGS,,unmatched,0.5142857142857142,False
ics_aafca9c9e74b312a,5re438e6fg2k9ovjd7hlua3g2s@google.com,2026-02-07,Photo Booth - Albany Academy,photo booth,Photo Booth,Albany Academy,The Academies (AA/G),manual_alias,1.0,False
ics_a5f1f5fc69460180,1k5li36utlv022bsnmbnk1r1q8@google.com,2026-06-10,NYS Defenders Assn Headshots,review,Headshots,NYS Defenders Assn Headshots,,unmatched,0.45569620253164556,False
ics_8d0c4bff4a103f2c,0oimlnd9eai4jdbadu3ut0f7j4@google.com,2025-12-17,Rivers Casino Employee Party,review,Special Event,Rivers Casino Employee Party,,unmatched,0.45454545454545453,False
ics_7165cc51712f6a51,3ie1v81r5jvoimj148cihmi6p8@google.com,2026-10-21,Skano Elem Makeup Day (1 team),makeup/retake,Makeup Day,Skano Elementary School,Skano Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_10879e76bc2f0fb2,59cnff92bd3idbaqhlml8upi4c@google.com,2026-10-20,Learning Garden Childcare SLINGERLANDS (2 teams),review,Fall Picture Day,Learning Garden Childcare SLINGERLANDS,Learning Garden Slingerlands,manual_alias,1.0,False
ics_503ed218d0e31f33,3m5ao0oaubovj1gaoj2ocp0vn6@google.com,2026-04-15,TSL New Karner Spring Photos (1 team),spring picture day,Spring Picture Day,TSL New Karner Spring,TSL New Karner,fuzzy,1.0,False
ics_a5353eb99f2fc093,4u5slnnjarrqjah6j2k8ng8m69@google.com,2025-12-08,NEW DATE Zoller Elementary (2 teams),review,Special Event,NEW DATE Zoller Elementary,Zoller Elementary,fuzzy,1.0,False
ics_05a9a160a97b191b,7c4c8qgtbs2b76jh7qdo1ahlei@google.com,2025-07-26,Lizzy Wyld Party LAUREN,review,Special Event,Lizzy Wyld Party,,unmatched,0.42105263157894735,False
ics_1b559bebae2ea89f,1gms60c2mteptb5bec9k1lj2hu@google.com,2026-09-24,Loudonville Christian Fall Photos (1 team),picture day,Fall Picture Day,Loudonville Christian Fall,Loudonville Christian,manual_alias,1.0,False
